x-axis,1,2,3
second,Volt,Volt,Volt
+21.15000E-03,+850.00002E-03,+1.81250000E+00,+1.50624990E+00
+21.20000E-03,+1.06875002E+00,+1.68750000E+00,+1.38124990E+00
+21.25000E-03,+1.35000002E+00,+1.53125000E+00,+1.25624990E+00
+21.30000E-03,+1.60000002E+00,+1.40625000E+00,+1.16249990E+00
+21.35000E-03,+1.85000002E+00,+1.31250000E+00,+1.13124990E+00
+21.40000E-03,+2.16250002E+00,+1.25000000E+00,+1.16249990E+00
+21.45000E-03,+2.31875002E+00,+1.21875000E+00,+1.22499990E+00
+21.50000E-03,+2.47500002E+00,+1.21875000E+00,+1.31874990E+00
+21.55000E-03,+2.50625002E+00,+1.31250000E+00,+1.44374990E+00
+21.60000E-03,+2.44375002E+00,+1.37500000E+00,+1.63124990E+00
+21.65000E-03,+2.31875002E+00,+1.50000000E+00,+1.84999990E+00
+21.70000E-03,+2.16250002E+00,+1.65625000E+00,+1.97499990E+00
+21.75000E-03,+1.85000002E+00,+1.75000000E+00,+2.09999990E+00
+21.80000E-03,+1.63125002E+00,+1.90625000E+00,+2.13124990E+00
+21.85000E-03,+1.31875002E+00,+2.00000000E+00,+2.16249990E+00
+21.90000E-03,+1.03750002E+00,+2.03125000E+00,+2.13124990E+00
+21.95000E-03,+881.25002E-03,+2.09375000E+00,+2.03749990E+00
+22.00000E-03,+725.00002E-03,+2.03125000E+00,+1.94374990E+00
+22.05000E-03,+725.00002E-03,+1.96875000E+00,+1.72499990E+00
+22.10000E-03,+818.75002E-03,+1.84375000E+00,+1.56874990E+00
+22.15000E-03,+975.00002E-03,+1.68750000E+00,+1.44374990E+00
+22.20000E-03,+1.22500002E+00,+1.56250000E+00,+1.28749990E+00
+22.25000E-03,+1.53750002E+00,+1.46875000E+00,+1.19374990E+00
+22.30000E-03,+1.78750002E+00,+1.34375000E+00,+1.16249990E+00
+22.35000E-03,+2.10000002E+00,+1.25000000E+00,+1.16249990E+00
+22.40000E-03,+2.25625002E+00,+1.25000000E+00,+1.22499990E+00
+22.45000E-03,+2.47500002E+00,+1.25000000E+00,+1.31874990E+00
+22.50000E-03,+2.50625002E+00,+1.28125000E+00,+1.50624990E+00
+22.55000E-03,+2.47500002E+00,+1.40625000E+00,+1.59999990E+00
+22.60000E-03,+2.31875002E+00,+1.50000000E+00,+1.78749990E+00
+22.65000E-03,+2.16250002E+00,+1.62500000E+00,+1.94374990E+00
+22.70000E-03,+1.91250002E+00,+1.75000000E+00,+2.03749990E+00
+22.75000E-03,+1.60000002E+00,+1.90625000E+00,+2.13124990E+00
+22.80000E-03,+1.28750002E+00,+1.93750000E+00,+2.16249990E+00
+22.85000E-03,+1.00625002E+00,+2.03125000E+00,+2.09999990E+00
+22.90000E-03,+818.75002E-03,+2.00000000E+00,+2.00624990E+00
+22.95000E-03,+725.00002E-03,+1.96875000E+00,+1.91249990E+00
+23.00000E-03,+725.00002E-03,+1.90625000E+00,+1.72499990E+00
+23.05000E-03,+850.00002E-03,+1.84375000E+00,+1.56874990E+00
+23.10000E-03,+943.75002E-03,+1.68750000E+00,+1.44374990E+00
+23.15000E-03,+1.28750002E+00,+1.59375000E+00,+1.25624990E+00
+23.20000E-03,+1.56875002E+00,+1.43750000E+00,+1.22499990E+00
+23.25000E-03,+1.85000002E+00,+1.37500000E+00,+1.16249990E+00
+23.30000E-03,+2.16250002E+00,+1.28125000E+00,+1.16249990E+00
+23.35000E-03,+2.35000002E+00,+1.25000000E+00,+1.25624990E+00
+23.40000E-03,+2.50625002E+00,+1.25000000E+00,+1.38124990E+00
+23.45000E-03,+2.50625002E+00,+1.34375000E+00,+1.50624990E+00
+23.50000E-03,+2.41250002E+00,+1.46875000E+00,+1.69374990E+00
+23.55000E-03,+2.28750002E+00,+1.56250000E+00,+1.84999990E+00
+23.60000E-03,+2.03750002E+00,+1.68750000E+00,+1.97499990E+00
+23.65000E-03,+1.72500002E+00,+1.78125000E+00,+2.09999990E+00
+23.70000E-03,+1.41250002E+00,+1.90625000E+00,+2.09999990E+00
+23.75000E-03,+1.16250002E+00,+1.96875000E+00,+2.16249990E+00
+23.80000E-03,+881.25002E-03,+2.03125000E+00,+2.00624990E+00
+23.85000E-03,+787.50002E-03,+2.00000000E+00,+1.94374990E+00
+23.90000E-03,+725.00002E-03,+1.96875000E+00,+1.78749990E+00
+23.95000E-03,+787.50002E-03,+1.84375000E+00,+1.66249990E+00
+24.00000E-03,+912.50002E-03,+1.75000000E+00,+1.53749990E+00
+24.05000E-03,+1.16250002E+00,+1.62500000E+00,+1.31874990E+00
+24.10000E-03,+1.47500002E+00,+1.50000000E+00,+1.25624990E+00
+24.15000E-03,+1.75625002E+00,+1.37500000E+00,+1.22499990E+00
+24.20000E-03,+2.06875002E+00,+1.31250000E+00,+1.19374990E+00
+24.25000E-03,+2.28750002E+00,+1.31250000E+00,+1.25624990E+00
+24.30000E-03,+2.44375002E+00,+1.31250000E+00,+1.34999990E+00
+24.35000E-03,+2.47500002E+00,+1.34375000E+00,+1.47499990E+00
+24.40000E-03,+2.44375002E+00,+1.40625000E+00,+1.63124990E+00
+24.45000E-03,+2.31875002E+00,+1.53125000E+00,+1.81874990E+00
+24.50000E-03,+2.03750002E+00,+1.62500000E+00,+1.91249990E+00
+24.55000E-03,+1.78750002E+00,+1.75000000E+00,+2.00624990E+00
+24.60000E-03,+1.44375002E+00,+1.84375000E+00,+2.09999990E+00
+24.65000E-03,+1.22500002E+00,+1.96875000E+00,+2.06874990E+00
+24.70000E-03,+975.00002E-03,+2.00000000E+00,+2.03749990E+00
+24.75000E-03,+787.50002E-03,+1.96875000E+00,+1.94374990E+00
+24.80000E-03,+693.75002E-03,+1.90625000E+00,+1.81874990E+00
+24.85000E-03,+787.50002E-03,+1.87500000E+00,+1.63124990E+00
+24.90000E-03,+943.75002E-03,+1.71875000E+00,+1.47499990E+00
+24.95000E-03,+1.16250002E+00,+1.62500000E+00,+1.34999990E+00
+25.00000E-03,+1.47500002E+00,+1.53125000E+00,+1.28749990E+00
+25.05000E-03,+1.75625002E+00,+1.40625000E+00,+1.22499990E+00
+25.10000E-03,+2.10000002E+00,+1.34375000E+00,+1.22499990E+00
+25.15000E-03,+2.31875002E+00,+1.34375000E+00,+1.28749990E+00
+25.20000E-03,+2.47500002E+00,+1.31250000E+00,+1.41249990E+00
+25.25000E-03,+2.47500002E+00,+1.34375000E+00,+1.53749990E+00
+25.30000E-03,+2.44375002E+00,+1.43750000E+00,+1.66249990E+00
+25.35000E-03,+2.28750002E+00,+1.56250000E+00,+1.78749990E+00
+25.40000E-03,+2.00625002E+00,+1.65625000E+00,+1.94374990E+00
+25.45000E-03,+1.69375002E+00,+1.78125000E+00,+1.97499990E+00
+25.50000E-03,+1.35000002E+00,+1.87500000E+00,+2.06874990E+00
+25.55000E-03,+1.13125002E+00,+1.93750000E+00,+2.06874990E+00
+25.60000E-03,+850.00002E-03,+1.93750000E+00,+2.00624990E+00
+25.65000E-03,+756.25002E-03,+1.96875000E+00,+1.88124990E+00
+25.70000E-03,+725.00002E-03,+1.90625000E+00,+1.72499990E+00
+25.75000E-03,+818.75002E-03,+1.81250000E+00,+1.59999990E+00
+25.80000E-03,+1.03750002E+00,+1.68750000E+00,+1.44374990E+00
+25.85000E-03,+1.31875002E+00,+1.59375000E+00,+1.34999990E+00
+25.90000E-03,+1.63125002E+00,+1.50000000E+00,+1.25624990E+00
+25.95000E-03,+1.94375002E+00,+1.40625000E+00,+1.19374990E+00
+26.00000E-03,+2.19375002E+00,+1.31250000E+00,+1.25624990E+00
+26.05000E-03,+2.41250002E+00,+1.31250000E+00,+1.34999990E+00
+26.10000E-03,+2.47500002E+00,+1.37500000E+00,+1.44374990E+00
+26.15000E-03,+2.44375002E+00,+1.40625000E+00,+1.56874990E+00
+26.20000E-03,+2.35000002E+00,+1.53125000E+00,+1.75624990E+00
+26.25000E-03,+2.13125002E+00,+1.62500000E+00,+1.91249990E+00
+26.30000E-03,+1.85000002E+00,+1.75000000E+00,+1.97499990E+00
+26.35000E-03,+1.47500002E+00,+1.84375000E+00,+2.06874990E+00
+26.40000E-03,+1.16250002E+00,+1.84375000E+00,+2.00624990E+00
+26.45000E-03,+943.75002E-03,+1.93750000E+00,+2.00624990E+00
+26.50000E-03,+756.25002E-03,+1.93750000E+00,+1.91249990E+00
+26.55000E-03,+756.25002E-03,+1.93750000E+00,+1.75624990E+00
+26.60000E-03,+787.50002E-03,+1.81250000E+00,+1.59999990E+00
+26.65000E-03,+975.00002E-03,+1.71875000E+00,+1.44374990E+00
+26.70000E-03,+1.28750002E+00,+1.65625000E+00,+1.34999990E+00
+26.75000E-03,+1.63125002E+00,+1.53125000E+00,+1.25624990E+00
+26.80000E-03,+1.91250002E+00,+1.40625000E+00,+1.25624990E+00
+26.85000E-03,+2.16250002E+00,+1.37500000E+00,+1.28749990E+00
+26.90000E-03,+2.38125002E+00,+1.34375000E+00,+1.34999990E+00
+26.95000E-03,+2.50625002E+00,+1.34375000E+00,+1.44374990E+00
+27.00000E-03,+2.47500002E+00,+1.40625000E+00,+1.59999990E+00
+27.05000E-03,+2.35000002E+00,+1.53125000E+00,+1.75624990E+00
+27.10000E-03,+2.13125002E+00,+1.62500000E+00,+1.88124990E+00
+27.15000E-03,+1.81875002E+00,+1.71875000E+00,+1.97499990E+00
+27.20000E-03,+1.50625002E+00,+1.84375000E+00,+2.03749990E+00
+27.25000E-03,+1.19375002E+00,+1.87500000E+00,+2.03749990E+00
+27.30000E-03,+943.75002E-03,+1.90625000E+00,+1.94374990E+00
+27.35000E-03,+756.25002E-03,+1.93750000E+00,+1.91249990E+00
+27.40000E-03,+693.75002E-03,+1.90625000E+00,+1.78749990E+00
+27.45000E-03,+818.75002E-03,+1.78125000E+00,+1.63124990E+00
+27.50000E-03,+1.03750002E+00,+1.71875000E+00,+1.44374990E+00
+27.55000E-03,+1.31875002E+00,+1.59375000E+00,+1.34999990E+00
+27.60000E-03,+1.66250002E+00,+1.46875000E+00,+1.28749990E+00
+27.65000E-03,+1.97500002E+00,+1.40625000E+00,+1.25624990E+00
+27.70000E-03,+2.25625002E+00,+1.34375000E+00,+1.28749990E+00
+27.75000E-03,+2.47500002E+00,+1.34375000E+00,+1.41249990E+00
+27.80000E-03,+2.50625002E+00,+1.37500000E+00,+1.47499990E+00
+27.85000E-03,+2.41250002E+00,+1.43750000E+00,+1.63124990E+00
+27.90000E-03,+2.25625002E+00,+1.53125000E+00,+1.78749990E+00
+27.95000E-03,+1.97500002E+00,+1.62500000E+00,+1.84999990E+00
+28.00000E-03,+1.69375002E+00,+1.75000000E+00,+1.97499990E+00
+28.05000E-03,+1.35000002E+00,+1.81250000E+00,+2.00624990E+00
+28.10000E-03,+1.03750002E+00,+1.87500000E+00,+2.00624990E+00
+28.15000E-03,+850.00002E-03,+1.93750000E+00,+1.97499990E+00
+28.20000E-03,+725.00002E-03,+1.93750000E+00,+1.84999990E+00
+28.25000E-03,+756.25002E-03,+1.87500000E+00,+1.72499990E+00
+28.30000E-03,+912.50002E-03,+1.78125000E+00,+1.56874990E+00
+28.35000E-03,+1.16250002E+00,+1.65625000E+00,+1.41249990E+00
+28.40000E-03,+1.44375002E+00,+1.56250000E+00,+1.34999990E+00
+28.45000E-03,+1.78750002E+00,+1.46875000E+00,+1.28749990E+00
+28.50000E-03,+2.13125002E+00,+1.40625000E+00,+1.28749990E+00
+28.55000E-03,+2.35000002E+00,+1.34375000E+00,+1.34999990E+00
+28.60000E-03,+2.44375002E+00,+1.37500000E+00,+1.47499990E+00
+28.65000E-03,+2.50625002E+00,+1.40625000E+00,+1.56874990E+00
+28.70000E-03,+2.38125002E+00,+1.50000000E+00,+1.69374990E+00
+28.75000E-03,+2.06875002E+00,+1.59375000E+00,+1.88124990E+00
+28.80000E-03,+1.78750002E+00,+1.71875000E+00,+1.94374990E+00
+28.85000E-03,+1.47500002E+00,+1.81250000E+00,+2.03749990E+00
+28.90000E-03,+1.13125002E+00,+1.87500000E+00,+2.00624990E+00
+28.95000E-03,+912.50002E-03,+1.87500000E+00,+1.94374990E+00
+29.00000E-03,+756.25002E-03,+1.90625000E+00,+1.88124990E+00
+29.05000E-03,+756.25002E-03,+1.84375000E+00,+1.75624990E+00
+29.10000E-03,+850.00002E-03,+1.78125000E+00,+1.56874990E+00
+29.15000E-03,+1.13125002E+00,+1.65625000E+00,+1.44374990E+00
+29.20000E-03,+1.44375002E+00,+1.56250000E+00,+1.38124990E+00
+29.25000E-03,+1.75625002E+00,+1.43750000E+00,+1.28749990E+00
+29.30000E-03,+2.10000002E+00,+1.37500000E+00,+1.28749990E+00
+29.35000E-03,+2.28750002E+00,+1.37500000E+00,+1.34999990E+00
+29.40000E-03,+2.47500002E+00,+1.37500000E+00,+1.41249990E+00
+29.45000E-03,+2.47500002E+00,+1.43750000E+00,+1.56874990E+00
+29.50000E-03,+2.35000002E+00,+1.46875000E+00,+1.72499990E+00
+29.55000E-03,+2.13125002E+00,+1.62500000E+00,+1.81874990E+00
+29.60000E-03,+1.85000002E+00,+1.68750000E+00,+1.94374990E+00
+29.65000E-03,+1.50625002E+00,+1.78125000E+00,+1.97499990E+00
+29.70000E-03,+1.16250002E+00,+1.87500000E+00,+1.97499990E+00
+29.75000E-03,+881.25002E-03,+1.93750000E+00,+1.94374990E+00
+29.80000E-03,+756.25002E-03,+1.90625000E+00,+1.88124990E+00
+29.85000E-03,+725.00002E-03,+1.84375000E+00,+1.69374990E+00
+29.90000E-03,+850.00002E-03,+1.78125000E+00,+1.59999990E+00
+29.95000E-03,+1.10000002E+00,+1.65625000E+00,+1.47499990E+00
+30.00000E-03,+1.41250002E+00,+1.56250000E+00,+1.38124990E+00
+30.05000E-03,+1.75625002E+00,+1.50000000E+00,+1.31874990E+00
+30.10000E-03,+2.10000002E+00,+1.43750000E+00,+1.25624990E+00
+30.15000E-03,+2.35000002E+00,+1.37500000E+00,+1.38124990E+00
+30.20000E-03,+2.50625002E+00,+1.40625000E+00,+1.44374990E+00
+30.25000E-03,+2.47500002E+00,+1.43750000E+00,+1.56874990E+00
+30.30000E-03,+2.38125002E+00,+1.50000000E+00,+1.75624990E+00
+30.35000E-03,+2.06875002E+00,+1.59375000E+00,+1.84999990E+00
+30.40000E-03,+1.78750002E+00,+1.71875000E+00,+1.94374990E+00
+30.45000E-03,+1.44375002E+00,+1.81250000E+00,+1.97499990E+00
+30.50000E-03,+1.10000002E+00,+1.84375000E+00,+1.94374990E+00
+30.55000E-03,+850.00002E-03,+1.90625000E+00,+1.91249990E+00
+30.60000E-03,+725.00002E-03,+1.87500000E+00,+1.84999990E+00
+30.65000E-03,+756.25002E-03,+1.81250000E+00,+1.69374990E+00
+30.70000E-03,+912.50002E-03,+1.71875000E+00,+1.56874990E+00
+30.75000E-03,+1.19375002E+00,+1.62500000E+00,+1.44374990E+00
+30.80000E-03,+1.50625002E+00,+1.53125000E+00,+1.34999990E+00
+30.85000E-03,+1.88125002E+00,+1.46875000E+00,+1.31874990E+00
+30.90000E-03,+2.19375002E+00,+1.43750000E+00,+1.31874990E+00
+30.95000E-03,+2.44375002E+00,+1.43750000E+00,+1.41249990E+00
+31.00000E-03,+2.50625002E+00,+1.40625000E+00,+1.50624990E+00
+31.05000E-03,+2.41250002E+00,+1.50000000E+00,+1.63124990E+00
+31.10000E-03,+2.25625002E+00,+1.56250000E+00,+1.78749990E+00
+31.15000E-03,+1.91250002E+00,+1.62500000E+00,+1.88124990E+00
+31.20000E-03,+1.53750002E+00,+1.75000000E+00,+1.97499990E+00
+31.25000E-03,+1.19375002E+00,+1.81250000E+00,+2.00624990E+00
+31.30000E-03,+943.75002E-03,+1.87500000E+00,+1.94374990E+00
+31.35000E-03,+756.25002E-03,+1.90625000E+00,+1.84999990E+00
+31.40000E-03,+725.00002E-03,+1.84375000E+00,+1.72499990E+00
+31.45000E-03,+850.00002E-03,+1.78125000E+00,+1.59999990E+00
+31.50000E-03,+1.10000002E+00,+1.68750000E+00,+1.47499990E+00
+31.55000E-03,+1.41250002E+00,+1.56250000E+00,+1.38124990E+00
+31.60000E-03,+1.78750002E+00,+1.46875000E+00,+1.34999990E+00
+31.65000E-03,+2.13125002E+00,+1.43750000E+00,+1.31874990E+00
+31.70000E-03,+2.38125002E+00,+1.37500000E+00,+1.41249990E+00
+31.75000E-03,+2.50625002E+00,+1.37500000E+00,+1.50624990E+00
+31.80000E-03,+2.47500002E+00,+1.46875000E+00,+1.59999990E+00
+31.85000E-03,+2.31875002E+00,+1.53125000E+00,+1.75624990E+00
+31.90000E-03,+2.00625002E+00,+1.62500000E+00,+1.81874990E+00
+31.95000E-03,+1.66250002E+00,+1.71875000E+00,+1.94374990E+00
+32.00000E-03,+1.31875002E+00,+1.81250000E+00,+1.94374990E+00
+32.05000E-03,+1.00625002E+00,+1.87500000E+00,+1.97499990E+00
+32.10000E-03,+818.75002E-03,+1.87500000E+00,+1.84999990E+00
+32.15000E-03,+725.00002E-03,+1.84375000E+00,+1.75624990E+00
+32.20000E-03,+818.75002E-03,+1.78125000E+00,+1.63124990E+00
+32.25000E-03,+1.06875002E+00,+1.68750000E+00,+1.50624990E+00
+32.30000E-03,+1.35000002E+00,+1.62500000E+00,+1.38124990E+00
+32.35000E-03,+1.75625002E+00,+1.53125000E+00,+1.31874990E+00
+32.40000E-03,+2.13125002E+00,+1.43750000E+00,+1.34999990E+00
+32.45000E-03,+2.38125002E+00,+1.40625000E+00,+1.38124990E+00
+32.50000E-03,+2.47500002E+00,+1.43750000E+00,+1.44374990E+00
+32.55000E-03,+2.50625002E+00,+1.43750000E+00,+1.59999990E+00
+32.60000E-03,+2.31875002E+00,+1.53125000E+00,+1.75624990E+00
+32.65000E-03,+2.06875002E+00,+1.62500000E+00,+1.81874990E+00
+32.70000E-03,+1.69375002E+00,+1.68750000E+00,+1.97499990E+00
+32.75000E-03,+1.28750002E+00,+1.78125000E+00,+1.97499990E+00
+32.80000E-03,+975.00002E-03,+1.84375000E+00,+1.94374990E+00
+32.85000E-03,+787.50002E-03,+1.87500000E+00,+1.84999990E+00
+32.90000E-03,+725.00002E-03,+1.84375000E+00,+1.75624990E+00
+32.95000E-03,+850.00002E-03,+1.78125000E+00,+1.63124990E+00
+33.00000E-03,+1.10000002E+00,+1.71875000E+00,+1.50624990E+00
+33.05000E-03,+1.41250002E+00,+1.59375000E+00,+1.41249990E+00
+33.10000E-03,+1.85000002E+00,+1.50000000E+00,+1.38124990E+00
+33.15000E-03,+2.16250002E+00,+1.46875000E+00,+1.38124990E+00
+33.20000E-03,+2.41250002E+00,+1.40625000E+00,+1.41249990E+00
+33.25000E-03,+2.53750002E+00,+1.40625000E+00,+1.50624990E+00
+33.30000E-03,+2.44375002E+00,+1.50000000E+00,+1.63124990E+00
+33.35000E-03,+2.25625002E+00,+1.56250000E+00,+1.75624990E+00
+33.40000E-03,+1.97500002E+00,+1.65625000E+00,+1.88124990E+00
+33.45000E-03,+1.56875002E+00,+1.75000000E+00,+1.94374990E+00
+33.50000E-03,+1.19375002E+00,+1.78125000E+00,+1.94374990E+00
+33.55000E-03,+912.50002E-03,+1.87500000E+00,+1.91249990E+00
+33.60000E-03,+725.00002E-03,+1.84375000E+00,+1.84999990E+00
+33.65000E-03,+787.50002E-03,+1.81250000E+00,+1.69374990E+00
+33.70000E-03,+881.25002E-03,+1.75000000E+00,+1.59999990E+00
+33.75000E-03,+1.19375002E+00,+1.68750000E+00,+1.47499990E+00
+33.80000E-03,+1.53750002E+00,+1.56250000E+00,+1.38124990E+00
+33.85000E-03,+1.94375002E+00,+1.50000000E+00,+1.38124990E+00
+33.90000E-03,+2.25625002E+00,+1.43750000E+00,+1.38124990E+00
+33.95000E-03,+2.44375002E+00,+1.40625000E+00,+1.44374990E+00
+34.00000E-03,+2.53750002E+00,+1.43750000E+00,+1.50624990E+00
+34.05000E-03,+2.41250002E+00,+1.50000000E+00,+1.69374990E+00
+34.10000E-03,+2.16250002E+00,+1.59375000E+00,+1.81874990E+00
+34.15000E-03,+1.81875002E+00,+1.68750000E+00,+1.88124990E+00
+34.20000E-03,+1.41250002E+00,+1.75000000E+00,+1.94374990E+00
+34.25000E-03,+1.03750002E+00,+1.81250000E+00,+1.94374990E+00
+34.30000E-03,+818.75002E-03,+1.87500000E+00,+1.88124990E+00
+34.35000E-03,+756.25002E-03,+1.84375000E+00,+1.78749990E+00
+34.40000E-03,+818.75002E-03,+1.75000000E+00,+1.63124990E+00
+34.45000E-03,+1.06875002E+00,+1.71875000E+00,+1.50624990E+00
+34.50000E-03,+1.38125002E+00,+1.65625000E+00,+1.41249990E+00
+34.55000E-03,+1.75625002E+00,+1.50000000E+00,+1.38124990E+00
+34.60000E-03,+2.13125002E+00,+1.50000000E+00,+1.41249990E+00
+34.65000E-03,+2.35000002E+00,+1.43750000E+00,+1.41249990E+00
+34.70000E-03,+2.47500002E+00,+1.43750000E+00,+1.50624990E+00
+34.75000E-03,+2.50625002E+00,+1.46875000E+00,+1.63124990E+00
